Time	1st	2nd	3rd	4th	5th	6th	7th	8th	9th	10th
0.484	-0.112	-0.248	-1.024	-1.024	-0.064	-1.024	-0.288	-1.024	-1.024	-1.024
0.486	0.12	-0.024	-1.024	-1.024	-0.16	-1.024	-0.144	-1.024	-0.264	-1.024
0.488	0.272	0.144	-1.024	-1.024	-0.288	-1.024	0.096	-1.024	-0.136	-1.024
0.49	0.28	0.264	-1.024	-1.024	-0.184	-1.024	0.224	-1.024	0.096	-1.024
0.492	0.104	0.256	-1.024	-1.024	0.064	-1.024	0.368	-1.024	0.2	-1.024
0.494	-0.08	0.104	-1.024	-1.024	0.248	-1.024	0.232	-1.024	0.224	-1.024
0.496	-0.192	-0.08	-1.024	-1.024	0.24	-1.024	0.056	-0.296	0.248	-1.024
0.498	-0.24	-0.248	-1.024	-1.024	0.224	-1.024	-0.184	-0.064	0.016	-1.024
0.5	-0.192	-0.28	-1.024	-1.024	0.032	-1.024	-0.264	0.104	-0.136	-1.024
0.502	0.08	-0.176	-1.024	-1.024	-0.168	-1.024	-0.232	0.248	-0.304	-1.024
0.504	0.224	0.08	-1.024	-1.024	-0.312	-1.024	-0.032	0.272	-0.216	-1.024
0.506	0.232	0.232	-1.024	-1.024	-0.224	-1.024	0.144	0.2	-0.032	-1.024
0.508	0.144	0.264	-1.024	-1.024	0.008	-1.024	0.296	-0.016	0.184	-1.024
0.51	0.008	0.144	-1.024	-1.024	0.12	-1.024	0.272	-0.224	0.296	-1.024
0.512	-0.216	0.016	-1.024	-1.024	0.288	-1.024	0.096	-0.328	0.248	-1.024
0.514	-0.264	-0.184	-1.024	-1.024	0.24	-1.024	-0.112	-0.16	0.096	-1.024
0.516	-0.16	-0.264	-1.024	-1.024	0.112	-1.024	-0.264	0.04	-0.104	-1.024
0.518	-0.008	-0.192	-1.024	-1.024	-0.064	-1.024	-0.344	0.232	-0.264	-1.024
0.52	0.176	0.016	-1.024	-1.024	-0.296	-1.024	-0.088	0.344	-0.232	-1.024
0.522	0.248	0.176	-1.024	-1.024	-0.28	-1.024	0.136	0.232	-0.096	-1.024
0.524	0.24	0.264	-1.024	0.08	-0.064	-1.024	0.28	0.04	0.168	-1.024
0.526	0.024	0.2	-1.024	-0.112	0.12	-1.024	0.248	-0.144	0.256	-1.024
0.528	-0.152	0.04	-1.024	-0.24	0.264	-1.024	0.168	-0.32	0.272	-1.024
