Time	1st	2nd	3rd	4th	5th
0.962	4	4	3.2	3.2	4
0.964	4	3.2	3.2	3.2	4
0.966	4	3.2	4	3.2	4
0.968	4	3.2	3.2	4	3.2
0.97	4	4	4	3.2	3.2
0.972	4	3.2	3.2	3.2	3.2
0.974	3.2	4	3.2	3.2	4
0.976	4	3.2	3.2	4	3.2
0.978	4	4	4	4	3.2
0.98	4	4	3.2	3.2	4
0.982	3.2	4	4	3.2	4
0.984	4	3.2	3.2	3.2	3.2
0.986	4	3.2	3.2	3.2	3.2
0.988	4	4	3.2	3.2	4
0.99	4.8	3.2	3.2	3.2	3.2
0.992	4	3.2	3.2	3.2	3.2
0.994	4	4	2.4	3.2	1.6
0.996	4	4	3.2	3.2	2.4
0.998	4	4	4	3.2	3.2
1	4	3.2	3.2	4	3.2
1.002	4	3.2	4	4	3.2
1.004	3.2	3.2	3.2	4	3.2
1.006	4	4	2.4	3.2	3.2
1.008	4	4	3.2	3.2	3.2
1.01	4	3.2	3.2	4	3.2
1.012	4	4	3.2	3.2	2.4
1.014	4	3.2	2.4	3.2	4
1.016	4	4	3.2	4	4
1.018	3.2	4	3.2	4	4
1.02	4.8	4	3.2	3.2	3.2
1.022	4.8	3.2	3.2	3.2	3.2
1.024	4	3.2	4	3.2	3.2
1.026	4	4	3.2	3.2	4
1.028	3.2	3.2	4	4	4
1.03	4	4	4	4	3.2
1.032	4	4	4	4	3.2
1.034	4	3.2	3.2	3.2	3.2
1.036	4	4	4	3.2	4
1.038	4	4.8	3.2	4	4
1.04	4	3.2	3.2	4	4
1.042	4	4	4	3.2	3.2
1.044	3.2	3.2	3.2	3.2	3.2
1.046	4	4	4	3.2	3.2
1.048	3.2	3.2	3.2	3.2	4
1.05	4	4	1.6	3.2	4
1.052	4	3.2	2.4	4	3.2
1.054	4	3.2	4	4	3.2
1.056	4	3.2	3.2	4	3.2
1.058	3.2	3.2	3.2	3.2	4
1.06	4	3.2	3.2	3.2	4
1.062	4	3.2	3.2	3.2	4
1.064	4	2.4	3.2	3.2	3.2
1.066	4	4	3.2	3.2	4
1.068	4	3.2	4	3.2	4
1.07	4	4	3.2	3.2	3.2
1.072	4	4	3.2	3.2	3.2
1.074	3.2	3.2	4	3.2	4
1.076	4	3.2	3.2	3.2	3.2
1.078	4	2.4	4	4	3.2
1.08	3.2	3.2	3.2	4	4
1.082	3.2	3.2	3.2	3.2	3.2
1.084	3.2	4	2.4	4	4
1.086	4	2.4	3.2	4	4
1.088	4	3.2	3.2	3.2	2.4
1.09	3.2	2.4	3.2	3.2	4
1.092	4	3.2	3.2	3.2	4
1.094	4	2.4	3.2	3.2	3.2
1.096	4	4	3.2	3.2	3.2
1.098	4	4	3.2	3.2	3.2
1.1	4	4	3.2	3.2	3.2
1.102	4	3.2	4	3.2	2.4
1.104	4	3.2	3.2	3.2	4
1.106	4	3.2	4	4	4
1.108	3.2	4	3.2	4	3.2
1.11	4	4	3.2	4	3.2
1.112	4	2.4	3.2	2.4	4
1.114	3.2	2.4	2.4	3.2	4
1.116	4	3.2	4	3.2	4
1.118	4	3.2	4	4	3.2
1.12	4	3.2	3.2	4	4
1.122	4	3.2	2.4	3.2	3.2
1.124	4	4	3.2	4	4
1.126	4	4	3.2	3.2	3.2
1.128	4	3.2	3.2	4	4
1.13	4	3.2	3.2	3.2	3.2
1.132	4	3.2	4	3.2	3.2
1.134	4	3.2	2.4	2.4	3.2
1.136	4	3.2	2.4	2.4	3.2
1.138	4	4	4	3.2	4
1.14	4	3.2	3.2	4	3.2
1.142	4	4	4	4.8	4
1.144	4	3.2	3.2	4	3.2
1.146	4	3.2	4	3.2	3.2
1.148	4	3.2	4	4	4
1.15	3.2	2.4	4	4	4
1.152	4	4.8	3.2	4	4
1.154	4	3.2	3.2	4	4
1.156	4	4	4	3.2	3.2
1.158	3.2	3.2	3.2	3.2	3.2
1.16	3.2	3.2	4.8	4	4
1.162	3.2	4	3.2	3.2	4
1.164	4	3.2	4	2.4	3.2
1.166	3.2	3.2	3.2	3.2	3.2
1.168	3.2	4	3.2	4	3.2
1.17	3.2	2.4	4	3.2	3.2
1.172	3.2	3.2	4	3.2	3.2
1.174	4	4	2.4	4	3.2
1.176	3.2	3.2	3.2	4	3.2
1.178	4	4	3.2	4	4
1.18	3.2	4	3.2	3.2	3.2
1.182	4	3.2	2.4	3.2	4
1.184	4	2.4	3.2	3.2	3.2
1.186	3.2	3.2	3.2	3.2	3.2
1.188	4	4	4	3.2	3.2
1.19	3.2	3.2	3.2	3.2	3.2
1.192	3.2	4	3.2	3.2	4
1.194	4	4	4	4	3.2
1.196	4	4	3.2	3.2	4
1.198	3.2	4	4	4	3.2
1.2	4	4	3.2	3.2	4
1.202	3.2	3.2	3.2	3.2	4
1.204	4	3.2	3.2	4	4
1.206	4	4	3.2	3.2	4
1.208	3.2	2.4	4	3.2	4
1.21	3.2	2.4	2.4	4	3.2
1.212	3.2	4	3.2	3.2	4
1.214	3.2	3.2	3.2	2.4	3.2
1.216	4	3.2	3.2	3.2	3.2
1.218	4	4	4	3.2	3.2
