Time	1st	2nd	3rd	4th	5th
1.052	3.2	3.2	3.2	3.2	3.2
1.054	3.2	3.2	2.4	3.2	2.4
1.056	3.2	3.2	3.2	2.4	3.2
1.058	2.4	3.2	4	3.2	3.2
1.06	3.2	3.2	2.4	2.4	2.4
1.062	3.2	3.2	2.4	2.4	2.4
1.064	3.2	2.4	3.2	2.4	3.2
1.066	3.2	2.4	3.2	3.2	2.4
1.068	2.4	2.4	3.2	2.4	2.4
1.07	2.4	3.2	2.4	3.2	2.4
1.072	3.2	2.4	3.2	3.2	3.2
1.074	2.4	1.6	2.4	3.2	3.2
1.076	3.2	2.4	2.4	3.2	2.4
1.078	2.4	3.2	3.2	2.4	3.2
1.08	2.4	3.2	2.4	3.2	2.4
1.082	3.2	3.2	3.2	3.2	2.4
1.084	3.2	2.4	2.4	3.2	3.2
1.086	3.2	3.2	2.4	3.2	3.2
1.088	3.2	2.4	3.2	3.2	2.4
1.09	3.2	2.4	4	3.2	2.4
1.092	2.4	2.4	3.2	3.2	2.4
1.094	3.2	3.2	2.4	2.4	3.2
1.096	2.4	2.4	3.2	2.4	2.4
1.098	2.4	2.4	2.4	3.2	2.4
1.1	2.4	2.4	3.2	4	3.2
1.102	3.2	3.2	2.4	3.2	2.4
1.104	3.2	2.4	2.4	3.2	2.4
1.106	2.4	2.4	3.2	3.2	3.2
